ID,WORD,LANG,DE,DE_LEN,DE_SILBEN,TR,TR_LEN,TR_SILBEN,KURZ_LEN,KURZ_SILBEN
11272,bir,TR,Eins,4,1,bir,3,1,TR,TR/DE
11272,eh,DE,eh,2,1,eh,2,1,TR/DE,TR/DE
11272,Albert,DE,Albert,6,2,Albert,6,2,TR/DE,TR/DE
11275,Mehmet,TR,Mehmet,6,2,Mehmet,6,2,TR/DE,TR/DE
11275,geht,DE,geht,4,1,gitmek,6,2,DE,DE
11283,frech,DE,frech,5,1,yüzsüz,6,2,DE,DE
11289,frech,DE,frech,5,1,yüzsüz,6,2,DE,DE
11289,oluyor,TR,es passiert,11,2,oluyor,6,3,TR,DE
11291,was,DE,was,3,1,Ne,2,1,TR,TR/DE
11274,kuru,TR,trocken,7,2,kuru,4,2,TR,TR/DE
11306,bak,TR,sehen,5,1,bak,3,1,TR,TR/DE
11306,gibt,DE,gibt,4,1,verir,5,2,DE,DE
11291,yapsın,TR,lass ihn es tun,15,1,yapsın,6,2,TR,DE
11307,ist,DE,ist,3,1,öyle,4,2,DE,DE
11249,Kaçmak,TR,Zu entkommen,12,3,Kaçmak,6,2,TR,TR
11307,ist,DE,ist,3,1,öyle,4,2,DE,DE
11189,netter,TR,netter,6,2,netter,6,2,TR/DE,TR/DE
11311,sagen,DE,sagen,5,2,söylemek,8,3,DE,DE
11176,zayıf§s,MIXED,zayıf§s,7,1,zayıflar,8,3,DE,DE
11164,einkaufen§a,MIXED,einkaufen§a,11,3,einkaufen§a,11,3,TR/DE,TR/DE
11151,Regel§lerle,MIXED,Regel§lerle,11,3,Regel§lerle,11,3,TR/DE,TR/DE
11307,don,TR,Frost,5,1,don,3,1,TR,TR/DE
11321,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
11329,ist,DE,ist,3,1,öyle,4,2,DE,DE
11311,don,TR,Frost,5,1,don,3,1,TR,TR/DE
11332,biraz,TR,Ein wenig,9,2,biraz,5,2,TR,TR/DE
11334,Türk,TR,Türkisch,8,2,Türk,4,1,TR,TR
11336,Jeanine,DE,Jeanine,7,3,Jeanine,7,3,TR/DE,TR/DE
11338,benim,TR,Meins,5,1,benim,5,2,TR/DE,DE
11321,Geschäft,DE,Geschäft,8,2,İşletme,7,2,TR,TR/DE
11315,sagt,DE,sagt,4,1,diyor,5,2,DE,DE
11315,bakar,TR,Aussehen,8,2,bakar,5,2,TR,TR/DE
11343,besser,DE,besser,6,2,daha iyi,8,3,DE,DE
11353,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
11313,C.,DE,C.,2,1,C,1,1,TR,TR/DE
11364,für,DE,für,3,1,için,4,2,DE,DE
11329,dışarıda,TR,draußen,7,2,dışarıda,8,4,DE,DE
11371,mehr,DE,mehr,4,1,Daha,4,2,TR/DE,DE
11371,yapıyorsun,TR,Du tust,7,1,yapıyorsun,10,4,DE,DE
11340,damals,DE,damals,6,2,o zaman,7,2,DE,TR/DE
11340,söylemiştim,TR,ich habe es dir gesagt,22,3,söylemiştim,11,4,TR,DE
11378,machen,DE,machen,6,2,yapmak,6,2,TR/DE,TR/DE
11365,işi,TR,Hitze,5,2,işi,3,2,TR,TR/DE
11382,Albert,DE,Albert,6,2,Albert,6,2,TR/DE,TR/DE
11338,eve,TR,heim,4,1,eve,3,2,TR,DE
11383,Türkçe,TR,Türkisch,8,2,Türkçe,6,2,TR,TR/DE
11375,al,TR,Nimm es,7,1,al,2,1,TR,TR/DE
11378,davet,TR,Einladung,9,3,davet,5,2,TR,TR
11382,Türkler,TR,Türken,6,2,Türkler,7,2,DE,TR/DE
11396,oluyor,TR,es passiert,11,2,oluyor,6,3,TR,DE
11403,oluyor,TR,es passiert,11,2,oluyor,6,3,TR,DE
11384,entschuldige,DE,entschuldige,12,4,Üzgünüm,7,3,TR,TR
11405,oluyor,TR,es passiert,11,2,oluyor,6,3,TR,DE
11267,tanıyor,TR,weiß,4,1,tanıyor,7,3,DE,DE
11407,oluyor,TR,es passiert,11,2,oluyor,6,3,TR,DE
11392,Türkçesi,TR,Türkisch,8,2,Türkçesi,8,3,TR/DE,DE
11409,bir,TR,Eins,4,1,bir,3,1,TR,TR/DE
11379,ortaya,TR,auftauchen,10,3,ortaya,6,3,TR,TR/DE
11396,Sprache,DE,Sprache,7,2,Dil,3,1,TR,TR
11357,bana,TR,Mir,3,1,bana,4,2,DE,DE
11418,Albert,DE,Albert,6,2,Albert,6,2,TR/DE,TR/DE
11167,çürük§s,MIXED,çürük§s,7,2,çürük§s,7,2,TR/DE,TR/DE
11422,heißt,DE,heißt,5,1,denir,5,2,TR/DE,DE
11429,Jeanine,DE,Jeanine,7,3,Jeanine,7,3,TR/DE,TR/DE
11411,muydu,TR,war es,6,1,muydu,5,2,TR,DE
11414,zenci,TR,Schwarz,7,1,zenci,5,2,TR,DE
11413,Blanco,LANG3,Blanco,6,2,Blanco,6,2,TR/DE,TR/DE
11433,mußt,DE,mußt,4,1,mutlak,6,2,DE,DE
11434,kuru,TR,trocken,7,2,kuru,4,2,TR,TR/DE
11436,ohne,DE,ohne,4,2,olmadan,7,3,DE,DE
11432,ateş,TR,Feuer,5,1,ateş,4,2,TR,DE
11307,don,TR,Frost,5,1,don,3,1,TR,TR/DE
11441,hast,DE,hast,4,1,sahip olmak,11,3,DE,DE
11442,ateş,TR,Feuer,5,1,ateş,4,2,TR,DE
11445,ist,DE,ist,3,1,öyle,4,2,DE,DE
11447,aynı,TR,Dasselbe,8,3,aynı,4,2,TR,TR
11449,bir,TR,Eins,4,1,bir,3,1,TR,TR/DE
11450,gibt,DE,gibt,4,1,verir,5,2,DE,DE
11262,kartmış,TR,es ist eine Karte,17,3,kartmış,7,2,TR,TR
11441,çilek,TR,Erdbeere,8,3,çilek,5,2,TR,TR
11450,piyango,TR,Lotterie,8,3,piyango,7,3,TR,TR/DE
11453,sparen,DE,sparen,6,2,kaydetmek,9,3,DE,DE
11454,dann,DE,dann,4,1,Daha sonra,10,3,DE,DE
11454,emlak,TR,Immobilie,9,4,emlak,5,2,TR,TR
11454,kaufen,DE,kaufen,6,2,satın almak,11,3,DE,DE
11429,Saft§ı,MIXED,Saft§ı,6,1,Saftı,5,2,TR,DE
11421,H.K.,DE,H.K.,4,1,H.K.,4,1,TR/DE,TR/DE
11458,gibt,DE,gibt,4,1,verir,5,2,DE,DE
11407,Kinder§filmler,MIXED,Kinder§filmer,13,3,Kinder§filmler,14,3,DE,TR/DE
11461,ki,TR,Das,3,1,ki,2,1,TR,TR/DE
11461,Ich,DE,Ich,3,1,BEN,3,1,TR/DE,TR/DE
11463,biraz,TR,Ein wenig,9,2,biraz,5,2,TR,TR/DE
11405,Hochtürkisch,DE,Hochtürkisch,12,3,Yüksek Türkçe,13,3,DE,TR/DE
11464,yok,TR,NEIN,4,1,yok,3,1,TR,TR/DE
11409,Kinderfilm,DE,Kinderfilm,10,3,Çocuk filmi,11,3,DE,TR/DE
11467,nicht,DE,nicht,5,1,Olumsuz,7,3,DE,DE
11452,beten,TR,beten,5,2,beten,5,2,TR/DE,TR/DE
11431,vermişler,TR,sie gaben,9,2,vermişler,9,3,TR/DE,DE
11469,var,TR,Es gibt,7,1,var,3,1,TR,TR/DE
11472,ganz,DE,ganz,4,1,epeyce,6,3,DE,DE
11473,biraz,TR,Ein wenig,9,2,biraz,5,2,TR,TR/DE
11454,Türkiye'de,TR,In der Türkei,13,2,Türkiye'de,10,3,TR,DE
11473,yaptılar,TR,Das haben sie getan,19,3,yaptılar,8,3,TR,TR/DE
11461,lecker,DE,lecker,6,2,lezzetli,8,3,DE,DE
11455,kapıcı,TR,Türsteher,9,2,kapıcı,6,3,TR,DE
11469,Tomaten,DE,Tomaten,7,3,Domates,7,3,TR/DE,TR/DE
11476,kaufen,DE,kaufen,6,2,satın almak,11,3,DE,DE
11476,yap,TR,Tun,3,1,yap,3,1,TR/DE,TR/DE
11478,diyorum,TR,Ich sage,8,2,diyorum,7,3,TR,DE
11478,erste,DE,erste,5,2,Birinci,7,3,DE,DE
11437,zeytinyağlı,TR,mit Olivenöl,12,4,zeytinyağlı,11,4,TR,TR/DE
11478,die,DE,die,3,1,the,3,1,TR/DE,TR/DE
11479,Ayşe,TR,Ayse,4,2,Ayşe,4,2,TR/DE,TR/DE
11479,aber,DE,aber,4,2,Ancak,5,2,DE,TR/DE
11480,alma,TR,nehmen,6,2,alma,4,2,TR,TR/DE
11481,kartmış,TR,es ist eine Karte,17,3,kartmış,7,2,TR,TR
11481,bisschen,DE,bisschen,8,2,biraz,5,2,TR,TR/DE
11482,biraz,TR,Ein wenig,9,2,biraz,5,2,TR,TR/DE
11482,aber,DE,aber,4,2,Ancak,5,2,DE,TR/DE
11483,eve,TR,heim,4,1,eve,3,2,TR,DE
11484,eh,DE,eh,2,1,eh,2,1,TR/DE,TR/DE
11484,benim,TR,Meins,5,1,benim,5,2,TR/DE,DE
11485,besser,DE,besser,6,2,daha iyi,8,3,DE,DE
11487,bana,TR,Mir,3,1,bana,4,2,DE,DE
11488,davet,TR,Einladung,9,3,davet,5,2,TR,TR
11488,machen,DE,machen,6,2,yapmak,6,2,TR/DE,TR/DE
11491,Sprache,DE,Sprache,7,2,Dil,3,1,TR,TR
11491,oluyor,TR,es passiert,11,2,oluyor,6,3,TR,DE
11492,Hochtürkisch,DE,Hochtürkisch,12,3,Yüksek Türkçe,13,3,DE,TR/DE
11492,oluyor,TR,es passiert,11,2,oluyor,6,3,TR,DE
11494,Saft§ı,MIXED,Saft§ı,6,1,Saftı,5,2,TR,DE
11495,ateş,TR,Feuer,5,1,ateş,4,2,TR,DE
11495,musst,DE,musst,5,1,mutlak,6,2,DE,DE
11496,ohne,DE,ohne,4,2,olmadan,7,3,DE,DE
11473,Kartoffel,DE,Kartoffel,9,3,Patates,7,3,TR,TR/DE
11474,drüber,DE,drüber,6,2,üzerinde,8,4,DE,DE
11499,vardı,TR,es gab,6,1,vardı,5,2,TR,DE
11501,ohne,DE,ohne,4,2,olmadan,7,3,DE,DE
11503,machen,DE,machen,6,2,yapmak,6,2,TR/DE,TR/DE
11497,zeytin,TR,Olive,5,3,zeytin,6,2,DE,TR
11504,yapıyorum,TR,Ich mache,9,2,yapıyorum,9,4,TR/DE,DE
11464,Auto,DE,Auto,4,2,araba,5,3,DE,DE
11505,yapıyorum,TR,Ich mache,9,2,yapıyorum,9,4,TR/DE,DE
11506,oluyor,TR,es passiert,11,2,oluyor,6,3,TR,DE
11499,Saft,DE,Saft,4,1,meyve suyu,10,3,DE,DE
11509,frech,DE,frech,5,1,yüzsüz,6,2,DE,DE
11509,olacak,TR,wird sein,9,1,olacak,6,3,TR,DE
11511,yapacak,TR,wird tun,8,1,yapacak,7,3,TR,DE
11512,mit,DE,mit,3,1,ile,3,2,TR/DE,DE
11466,İznik,TR,Iznik,5,2,İznik,5,2,TR/DE,TR/DE
11514,yap,TR,Tun,3,1,yap,3,1,TR/DE,TR/DE
11516,Arbeit,DE,Arbeit,6,2,İş,2,1,TR,TR
11516,yapmıyor,TR,geht nicht,10,1,yapmıyor,8,3,TR,DE
11467,İznik,TR,Iznik,5,2,İznik,5,2,TR/DE,TR/DE
11505,anbraten,DE,anbraten,8,3,yağda kızartmak,15,4,DE,DE
11520,yapıyordu,TR,tat,3,1,yapıyordu,9,4,DE,DE
11507,würde,DE,würde,5,2,istemek,7,3,DE,DE
11520,böyle,TR,so was,6,1,böyle,5,2,TR,DE
11512,pirinç,TR,Reis,4,1,pirinç,6,2,DE,DE
11520,abschließen,DE,abschließen,11,3,tamamlamak,10,4,TR,DE
11453,yapsaydın,TR,wenn ja,7,1,yapsaydın,9,3,DE,DE
11520,alıp,TR,wegbringen,10,3,alıp,4,2,TR,TR
11520,çıkarıp,TR,nimm es raus,12,1,çıkarıp,7,3,TR,DE
11524,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
11526,yapıp,TR,Tun,3,1,yapıp,5,2,DE,DE
11474,çatal,TR,Gabel,5,2,çatal,5,2,TR/DE,TR/DE
11504,Topf§ta,MIXED,Topf§ta,7,1,Topf§ta,7,1,TR/DE,TR/DE
11476,Mann§dan,MIXED,Mann§dan,8,1,Mann§dan,8,1,TR/DE,TR/DE
11540,var,TR,Es gibt,7,1,var,3,1,TR,TR/DE
11520,Schlüssel§i,MIXED,Schlüssel§i,11,2,Schlüssel§i,11,2,TR/DE,TR/DE
11549,Dings,DE,Dings,5,1,Dingler,7,2,DE,DE
11520,Schlüsselbund§u,MIXED,Schlüsselbund§u,15,3,Schlüsselbund§u,15,3,TR/DE,TR/DE
11549,so,DE,so,2,1,Bu yüzden,9,2,DE,DE
11478,Mann§sın,MIXED,Mann§sın,8,1,Mannşsın,8,2,TR/DE,DE
11554,hat,DE,hat,3,1,sahip olmak,11,3,DE,DE
11520,Arbeit§ları,MIXED,Arbeit§ları,11,2,Arbeit§ları,11,3,TR/DE,DE
11568,yapıyordu,TR,tat,3,1,yapıyordu,9,4,DE,DE
11568,bewerten,DE,bewerten,8,3,değerlendirmek,14,5,DE,DE
11542,vereceksin,TR,Du wirst geben,14,2,vereceksin,10,4,TR,DE
11574,ab,DE,ab,2,1,uzak,4,2,DE,DE
11577,in,DE,in,2,1,içinde,6,3,DE,DE
11551,yazdım,TR,Ich habe geschrieben,20,4,yazdım,6,2,TR,TR
11574,schreibt,DE,schreibt,8,1,yazıyor,7,3,TR,DE
11578,yapıyordu,TR,tat,3,1,yapıyordu,9,4,DE,DE
11594,zaten,TR,bereits,7,2,zaten,5,2,TR,TR/DE
11549,Alman,TR,Deutsch,7,1,Alman,5,2,TR,DE
11578,aufhören,DE,aufhören,8,3,durmak,6,2,TR,TR
11610,kaufen,DE,kaufen,6,2,satın almak,11,3,DE,DE
11612,için,TR,für,3,1,için,4,2,DE,DE
11520,yapıyorduk,TR,wir machten,11,2,yapıyorduk,10,4,TR,DE
11614,mı,TR,Ist es,6,1,mı,2,1,TR,TR/DE
11607,peki,TR,In Ordnung,10,2,peki,4,2,TR,TR/DE
11577,yanımdaki,TR,neben mir,9,2,yanımdaki,9,4,TR/DE,DE
11626,vardı,TR,es gab,6,1,vardı,5,2,TR,DE
11540,Taugenichts,DE,Taugenichts,11,3,Hiçbir işe yaramaz,18,5,DE,DE
11517,Siemens'te,MIXED,Siemens'te,10,2,Siemens'te,10,2,TR/DE,TR/DE
11526,Arbeit§ını,MIXED,Arbeit§ını,10,2,Arbeit§ını,10,3,TR/DE,DE
11633,önce,TR,vor,3,1,önce,4,2,DE,DE
11614,on,LANG3,An,2,1,Açık,4,2,DE,DE
11631,fotokopieren,DE,fotokopieren,12,5,fotokopi,8,4,TR,TR
11644,olarak,TR,Aspekt,6,2,olarak,6,3,TR/DE,DE
11631,yapın,TR,Mach es,7,1,yapın,5,2,TR,DE
11574,Vahit,TR,Vahid,5,1,Vahit,5,2,TR/DE,DE
11526,alıyorduk,TR,wir nahmen,10,2,alıyorduk,9,4,TR,DE
11647,beschreiben,DE,beschreiben,11,3,betimlemek,10,4,TR,DE
11647,arasındaki,TR,zwischen,8,2,arasındaki,10,5,DE,DE
11644,schreiben,DE,schreiben,9,2,yazmak,6,2,TR,TR/DE
11650,bilmiyorsunuz,TR,Du weißt es nicht,17,1,bilmiyorsunuz,13,5,TR,DE
11610,Copycard,LANG3,Kopierkarte,11,4,Kopya kartı,11,3,TR/DE,TR
11652,olacak,TR,wird sein,9,1,olacak,6,3,TR,DE
11649,karıştırılması,TR,mischen,7,2,karıştırılması,14,6,DE,DE
11654,gramer,TR,Grammatik,9,3,gramer,6,2,TR,TR
11644,beschreiben§ı,MIXED,beschreiben§ı,13,3,beschreiben§ı,13,3,TR/DE,TR/DE
11617,Copycard’ı,MIXED,Copycard’ı,10,3,Copycard’ı,10,2,TR/DE,TR
11647,schreiben§la,MIXED,schreiben§la,12,2,schreiben§la,12,2,TR/DE,TR/DE
11626,Fotokopiedienst,DE,Fotokopiedienst,15,5,Fotokopi hizmeti,16,6,DE,DE
11652,Vorwort,DE,Vorwort,7,2,Önsöz,5,2,TR,TR/DE
11668,yaptık,TR,wir haben es getan,18,3,yaptık,6,2,TR,TR
11650,beschreiben§ı,MIXED,beschreiben§ı,13,3,beschreiben§ı,13,3,TR/DE,TR/DE
11668,Vorwort,DE,Vorwort,7,2,Önsöz,5,2,TR,TR/DE
11655,vermeyi,TR,geben,5,2,vermeyi,7,3,DE,DE
11633,testten,MIXED,aus der Prüfung,15,2,testten,7,2,TR,TR/DE
11670,distanziert,DE,distanziert,11,3,mesafe,6,3,TR,TR/DE
11664,karşılaştırın,TR,vergleichen,11,3,karşılaştırın,13,5,DE,DE
11664,Vorwort§ları,MIXED,Vorwort§ları,12,2,Vorwort§ları,12,3,TR/DE,DE
11673,daha,TR,mehr,4,1,daha,4,2,TR/DE,DE
11649,beschreiben§la,MIXED,beschreiben§la,14,3,beschreiben§la,14,3,TR/DE,TR/DE
11671,hemen,TR,sofort,6,2,hemen,5,2,TR,TR/DE
11674,var,TR,Es gibt,7,1,var,3,1,TR,TR/DE
11675,bir,TR,Eins,4,1,bir,3,1,TR,TR/DE
11668,Vorwort§ları,MIXED,Vorwort§ları,12,2,Vorwort§ları,12,3,TR/DE,DE
11671,Personalpronomen,DE,Personalpronomen,16,6,Şahıs zamirleri,15,5,TR,TR
11670,yaratma,TR,Schaffung,9,2,yaratma,7,3,TR,DE
11680,wenn,DE,wenn,4,1,eğer,4,2,TR/DE,DE
11684,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
11685,şu,TR,Das,3,1,şu,2,1,TR,TR/DE
11697,nem,TR,Feuchtigkeit,12,3,nem,3,1,TR,TR
11668,Vorwort§ları,MIXED,Vorwort§ları,12,2,Vorwort§ları,12,3,TR/DE,DE
11698,falan,TR,wie,3,1,falan,5,2,DE,DE
11679,yaratma,TR,Schaffung,9,2,yaratma,7,3,TR,DE
11705,falan,TR,wie,3,1,falan,5,2,DE,DE
11709,falan,TR,wie,3,1,falan,5,2,DE,DE
11676,temsil,TR,Darstellung,11,3,temsil,6,2,TR,TR
11674,spezifisch,DE,spezifisch,10,3,özel,4,2,TR,TR
11709,eğlence,TR,Unterhaltung,12,4,eğlence,7,3,TR,TR
11711,var,TR,Es gibt,7,1,var,3,1,TR,TR/DE
11710,olacaktı,TR,wäre,4,2,olacaktı,8,4,DE,DE
11719,bir,TR,Eins,4,1,bir,3,1,TR,TR/DE
11723,Mark,DE,Mark,4,1,işaret,6,3,DE,DE
11711,Uni,DE,Uni,3,2,Üniversite,10,5,DE,DE
11729,burada,TR,Hier,4,1,burada,6,3,DE,DE
11731,yazıyor,TR,schreibt,8,1,yazıyor,7,3,TR,DE
11733,ben,TR,ICH,3,1,ben,3,1,TR/DE,TR/DE
11717,wollte,DE,wollte,6,2,aranan,6,3,TR/DE,DE
11733,var,TR,Es gibt,7,1,var,3,1,TR,TR/DE
11724,120,DE,120,3,1,120,3,1,TR/DE,TR/DE
11654,Distanz§ı,MIXED,Distanz§ı,9,2,Uzakşı,6,3,TR,DE
11733,göre,TR,entsprechend,12,3,göre,4,2,TR,TR
11744,var,TR,Es gibt,7,1,var,3,1,TR,TR/DE
11748,bir,TR,Eins,4,1,bir,3,1,TR,TR/DE
11758,120,DE,120,3,1,120,3,1,TR/DE,TR/DE
11760,Mark,DE,Mark,4,1,işaret,6,3,DE,DE
11806,hatten,DE,hatten,6,2,vardı,5,2,TR,TR/DE
11697,Känguru,DE,Känguru,7,3,kanguru,7,3,TR/DE,TR/DE
11812,und,DE,und,3,1,Ve,2,1,TR,TR/DE
11813,o.k,TR,Pfeil,5,1,o.k,3,1,TR,TR/DE
11815,lira,TR,Lira,4,2,lira,4,2,TR/DE,TR/DE
11705,Student§ler,MIXED,Student§ler,11,2,Öğrenciler,10,4,TR,DE
11673,Passiv§ler,MIXED,Passiv§ler,10,2,Pasifler,8,3,TR,DE
11657,Distanz§ı,MIXED,Distanz§ı,9,2,Uzakşı,6,3,TR,DE
11733,aldık,TR,wir haben,9,2,aldık,5,2,TR,TR/DE
11843,var,TR,Es gibt,7,1,var,3,1,TR,TR/DE
11823,Chips,DE,Chips,5,1,Cips,4,1,TR,TR/DE
11843,ab,DE,ab,2,1,uzak,4,2,DE,DE
11851,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
11830,oynadık,TR,wir haben gespielt,18,3,oynadık,7,3,TR,TR/DE
11843,Geologisches,DE,Geologisches,12,4,Jeolojik,8,3,TR,TR
11853,şekerler,TR,Süßigkeiten,11,4,şekerler,8,3,TR,TR
11868,ist,DE,ist,3,1,öyle,4,2,DE,DE
11677,yapmayın,TR,Tu es nicht,11,1,yapmayın,8,3,TR,DE
11871,die,DE,die,3,1,the,3,1,TR/DE,TR/DE
11868,biliyor,TR,weiß,4,1,biliyor,7,3,DE,DE
11868,erleben,DE,erleben,7,3,deneyim,7,3,TR/DE,TR/DE
11873,halt,DE,halt,4,1,durmak,6,2,DE,DE
11874,gittin,TR,Du bist gegangen,16,3,gittin,6,2,TR,TR
11875,o,TR,Er,2,1,o,1,1,TR,TR/DE
11876,gibi,TR,wie,3,1,gibi,4,2,DE,DE
11876,ist,DE,ist,3,1,öyle,4,2,DE,DE
11812,Obsthof,DE,Obsthof,7,2,Meyve çiftliği,14,4,DE,DE
11843,Opa's,LANG3,Großväter,9,3,Büyükbabalar,12,5,DE,DE
11900,gidiyoruz,TR,wir gehen,9,1,gidiyoruz,9,4,TR/DE,DE
11733,Schnitt§leri,MIXED,Schnitt§leri,12,2,Schnitt§leri,12,2,TR/DE,TR/DE
11902,bütün,TR,alle,4,2,bütün,5,2,DE,TR/DE
11822,Chipsne,MIXED,Chipsne,7,2,Chipsne,7,2,TR/DE,TR/DE
11868,eğlence§s,MIXED,eğlence§s,9,3,eğlence§s,9,3,TR/DE,TR/DE
11904,gibi,TR,wie,3,1,gibi,4,2,DE,DE
11733,Muster§e,MIXED,Muster§e,8,2,Toplanma,8,3,TR/DE,DE
11904,disko,TR,Disko,5,2,disko,5,2,TR/DE,TR/DE
11906,biz,TR,Wir,3,1,biz,3,1,TR/DE,TR/DE
11882,find,DE,find,4,1,bulmak,6,2,DE,DE
11906,varmış,TR,es gab,6,1,varmış,6,2,TR/DE,DE
11905,vor,DE,vor,3,1,önce,4,2,DE,DE
11908,falan,TR,wie,3,1,falan,5,2,DE,DE
11873,hörer,TR,Hörer,5,2,hörer,5,2,TR/DE,TR/DE
11911,ist,DE,ist,3,1,öyle,4,2,DE,DE
11673,Konzept§te,MIXED,Konzept§te,10,2,Konzept§te,10,2,TR/DE,TR/DE
11922,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
11906,Swimming,DE,Swimming,8,2,Yüzme,5,2,TR,TR/DE
11925,ein,DE,ein,3,1,A,1,1,TR,TR/DE
11935,Ich,DE,Ich,3,1,BEN,3,1,TR/DE,TR/DE
11936,ben,TR,ICH,3,1,ben,3,1,TR/DE,TR/DE
11904,son,LANG3,Sohn,4,1,oğul,4,2,TR/DE,DE
11900,Austauschpartner,DE,Austauschpartner,16,4,Değişim ortağı,14,5,TR,DE
11936,an,DE,an,2,1,ile,3,2,DE,DE
11873,Glori's,LANG3,Glory's,7,2,Glory'nin,9,1,DE,TR
11937,aldık,TR,wir haben,9,2,aldık,5,2,TR,TR/DE
11944,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
11947,böyle,TR,so was,6,1,böyle,5,2,TR,DE
11911,olmak,TR,zu sein,7,1,olmak,5,2,TR,DE
11882,Glori's,LANG3,Glory's,7,2,Glory'nin,9,1,DE,TR
11922,Fahne,DE,Fahne,5,2,afiş,4,2,TR,TR/DE
11962,ne,TR,Was,3,1,ne,2,1,TR,TR/DE
11936,yapamadım,TR,Ich konnte es nicht tun,23,2,yapamadım,9,4,TR,DE
11967,und,DE,und,3,1,Ve,2,1,TR,TR/DE
11969,ben,TR,ICH,3,1,ben,3,1,TR/DE,TR/DE
11971,das,DE,das,3,1,the,3,1,TR/DE,TR/DE
11936,feiern,DE,feiern,6,1,kutlamak,8,3,DE,DE
11950,bla,TR,bla bla,7,1,bla,3,1,TR,TR/DE
11974,weißt,DE,weißt,5,1,Bilmek,6,2,DE,DE
11914,Abend,DE,Abend,5,2,Akşam,5,2,TR/DE,TR/DE
11985,böyle,TR,so was,6,1,böyle,5,2,TR,DE
11987,her,TR,jede,4,2,her,3,1,TR,TR
11959,Haare,DE,Haare,5,2,Saç,3,1,TR,TR
11995,mag,DE,mag,3,1,beğeniler,9,4,DE,DE
11905,şeydi,TR,war etwas,9,2,şeydi,5,2,TR,TR/DE
11965,abiyle,TR,mit Bruder,10,2,abiyle,6,3,TR,DE
11995,Mutti,TR,Mutti,5,2,Mutti,5,2,TR/DE,TR/DE
12009,değil,TR,nicht,5,1,değil,5,2,TR/DE,DE
12014,ist,DE,ist,3,1,öyle,4,2,DE,DE
12017,weißt,DE,weißt,5,1,Bilmek,6,2,DE,DE
12017,falan,TR,wie,3,1,falan,5,2,DE,DE
12025,doch,DE,doch,4,1,Ancak,5,2,DE,DE
11977,rastık,TR,zufällig,8,3,rastık,6,2,TR,TR
12027,haben,DE,haben,5,2,sahip olmak,11,3,DE,DE
12028,so,DE,so,2,1,Bu yüzden,9,2,DE,DE
12028,böyle,TR,so was,6,1,böyle,5,2,TR,DE
12032,das,DE,das,3,1,the,3,1,TR/DE,TR/DE
12039,da,TR,In,2,1,da,2,1,TR/DE,TR/DE
12039,böyle,TR,so was,6,1,böyle,5,2,TR,DE
12046,o.k,TR,Pfeil,5,1,o.k,3,1,TR,TR/DE
12055,Türkçesi,TR,Türkisch,8,2,Türkçesi,8,3,TR/DE,DE
11936,gidecektim,TR,Ich wollte gehen,16,2,gidecektim,10,4,TR,DE
12069,die,DE,die,3,1,the,3,1,TR/DE,TR/DE
11959,rote,TR,rot,3,1,rote,4,2,DE,DE
12005,Binnur,DE,Binnur,6,2,Binnur,6,2,TR/DE,TR/DE
12073,ist,DE,ist,3,1,öyle,4,2,DE,DE
12080,und,DE,und,3,1,Ve,2,1,TR,TR/DE
12081,benim,TR,Meins,5,1,benim,5,2,TR/DE,DE
11974,abiyle,TR,mit Bruder,10,2,abiyle,6,3,TR,DE
11908,diyoruz,TR,wir sagen,9,2,diyoruz,7,3,TR,DE
12082,was,DE,was,3,1,Ne,2,1,TR,TR/DE
12084,das,DE,das,3,1,the,3,1,TR/DE,TR/DE
12084,hab,DE,hab,3,1,sahip olmak,11,3,DE,DE
12087,Oma,DE,Oma,3,2,büyükanne,9,4,DE,DE
12088,das,DE,das,3,1,the,3,1,TR/DE,TR/DE
11974,Mansur,DE,Mansur,6,2,Mansur,6,2,TR/DE,TR/DE
12096,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
12100,weißt,DE,weißt,5,1,Bilmek,6,2,DE,DE
12062,Bağcılar,TR,Bagcilar,8,3,Bağcılar,8,3,TR/DE,TR/DE
12111,schon,DE,schon,5,1,çoktan,6,2,DE,DE
12115,yani,TR,Also,4,2,yani,4,2,TR/DE,TR/DE
12115,wenn,DE,wenn,4,1,eğer,4,2,TR/DE,DE
12005,değilim,TR,Das bin ich nicht,17,1,değilim,7,3,TR,DE
12119,ja,DE,ja,2,1,Evet,4,2,DE,DE
12095,Nevşehir,TR,Nevşehir,8,2,Nevşehir,8,3,TR/DE,DE
12123,oder,DE,oder,4,2,veya,4,2,TR/DE,TR/DE
12111,22,TR,22,2,1,22,2,1,TR/DE,TR/DE
12069,Bağcılar,TR,Bagcilar,8,3,Bağcılar,8,3,TR/DE,TR/DE
12073,fırsat,TR,Gelegenheit,11,4,fırsat,6,2,TR,TR
12082,kına,TR,Henna,5,2,kına,4,2,TR,TR/DE
12129,gitti,TR,gegangen,8,3,gitti,5,2,TR,TR
